# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	277357	278106	-	WP_158947995.1	WP_158947995.1		2,3-diphosphoglycerate-dependent phosphoglycerate mutase	gpmA		FAZ98_RS01185	750	249	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	278325	278735	+							FAZ98_RS01190	411		old_locus_tag=FAZ98_01190
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	278325	278735	+	WP_158947997.1	WP_158947997.1		rhodanese-like domain-containing protein			FAZ98_RS01190	411	136	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	278747	279010	+					grxC		FAZ98_RS01195	264		old_locus_tag=FAZ98_01195
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	278747	279010	+	WP_158947999.1	WP_158947999.1		glutaredoxin 3	grxC		FAZ98_RS01195	264	87	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	279220	279687	+					secB		FAZ98_RS01200	468		old_locus_tag=FAZ98_01200
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	279220	279687	+	WP_158948001.1	WP_158948001.1		protein-export chaperone SecB	secB		FAZ98_RS01200	468	155	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	279744	280742	+							FAZ98_RS01205	999		old_locus_tag=FAZ98_01205
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	279744	280742	+	WP_158948003.1	WP_158948003.1		NAD(P)-dependent glycerol-3-phosphate dehydrogenase			FAZ98_RS01205	999	332	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	280909	281442	+							FAZ98_RS01210	534		old_locus_tag=FAZ98_01210
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	280909	281442	+	WP_158948005.1	WP_158948005.1		O-acetyl-ADP-ribose deacetylase			FAZ98_RS01210	534	177	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	281466	281936	-					trmL		FAZ98_RS01215	471		old_locus_tag=FAZ98_01215
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	281466	281936	-	WP_158948007.1	WP_158948007.1		tRNA (uridine(34)/cytosine(34)/5-carboxymethylaminomethyluridine(34)-2'-O)-methyltransferase TrmL	trmL		FAZ98_RS01215	471	156	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	281978	282730	-							FAZ98_RS01220	753		old_locus_tag=FAZ98_01220
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	281978	282730	-	WP_233272636.1	WP_233272636.1		ComF family protein			FAZ98_RS01220	753	250	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	283059	284036	+							FAZ98_RS01225	978		old_locus_tag=FAZ98_01225
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	283059	284036	+	WP_158948009.1	WP_158948009.1		methyltransferase domain-containing protein			FAZ98_RS01225	978	325	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	284287	284763	+							FAZ98_RS01230	477		old_locus_tag=FAZ98_01230
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	284287	284763	+	WP_158948011.1	WP_158948011.1		DUF2244 domain-containing protein			FAZ98_RS01230	477	158	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	284904	286631	+					coxB		FAZ98_RS01235	1728		old_locus_tag=FAZ98_01235
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	284904	286631	+	WP_158948013.1	WP_158948013.1		cytochrome c oxidase subunit II	coxB		FAZ98_RS01235	1728	575	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	286898	288511	+					ctaD		FAZ98_RS01240	1614		old_locus_tag=FAZ98_01240
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	286898	288511	+	WP_158948015.1	WP_158948015.1		cytochrome c oxidase subunit I	ctaD		FAZ98_RS01240	1614	537	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	288535	288675	+							FAZ98_RS01245	141		old_locus_tag=FAZ98_01245
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	288535	288675	+	WP_158951820.1	WP_158951820.1		cytochrome oxidase small assembly protein			FAZ98_RS01245	141	46	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	288707	289288	+							FAZ98_RS01250	582		old_locus_tag=FAZ98_01250
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	288707	289288	+	WP_158948017.1	WP_158948017.1		cytochrome c oxidase assembly protein			FAZ98_RS01250	582	193	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	289357	289578	+							FAZ98_RS01255	222		old_locus_tag=FAZ98_01255
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	289357	289578	+	WP_158948019.1	WP_158948019.1		DUF2970 domain-containing protein			FAZ98_RS01255	222	73	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	289670	290527	+							FAZ98_RS01260	858		old_locus_tag=FAZ98_01260
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	289670	290527	+	WP_158948021.1	WP_158948021.1		cytochrome c oxidase subunit 3			FAZ98_RS01260	858	285	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	290671	290880	-							FAZ98_RS01265	210		old_locus_tag=FAZ98_01265
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	290671	290880	-	WP_028201826.1	WP_028201826.1		twin transmembrane helix small protein			FAZ98_RS01265	210	69	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	290986	291747	+							FAZ98_RS01270	762		old_locus_tag=FAZ98_01270
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	290986	291747	+	WP_158948023.1	WP_158948023.1		SURF1 family protein			FAZ98_RS01270	762	253	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	291810	292406	+							FAZ98_RS01275	597		old_locus_tag=FAZ98_01275
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	291810	292406	+	WP_158948025.1	WP_158948025.1		cytochrome C oxidase subunit I			FAZ98_RS01275	597	198	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	292444	293553	+							FAZ98_RS01280	1110		old_locus_tag=FAZ98_01280
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	292444	293553	+	WP_158948027.1	WP_158948027.1		COX15/CtaA family protein			FAZ98_RS01280	1110	369	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	293563	294468	+					cyoE		FAZ98_RS01285	906		old_locus_tag=FAZ98_01285
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	293563	294468	+	WP_158948029.1	WP_158948029.1		heme o synthase	cyoE		FAZ98_RS01285	906	301	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	294473	295111	+							FAZ98_RS01290	639		old_locus_tag=FAZ98_01290
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	294473	295111	+	WP_158948031.1	WP_158948031.1		SCO family protein			FAZ98_RS01290	639	212	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	295318	296130	+							FAZ98_RS01295	813		old_locus_tag=FAZ98_01295
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	295318	296130	+	WP_158948034.1	WP_158948034.1		MetQ/NlpA family lipoprotein			FAZ98_RS01295	813	270	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	296680	297414	+							FAZ98_RS01300	735		old_locus_tag=FAZ98_01300
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	296680	297414	+	WP_158948036.1	WP_158948036.1		GntR family transcriptional regulator			FAZ98_RS01300	735	244	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	297503	298606	+					nagA		FAZ98_RS01305	1104		old_locus_tag=FAZ98_01305
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	297503	298606	+	WP_158948038.1	WP_158948038.1		N-acetylglucosamine-6-phosphate deacetylase	nagA		FAZ98_RS01305	1104	367	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	298599	299615	+							FAZ98_RS01310	1017		old_locus_tag=FAZ98_01310
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	298599	299615	+	WP_158951821.1	WP_158951821.1		SIS domain-containing protein			FAZ98_RS01310	1017	338	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	299628	302219	+					ptsP		FAZ98_RS01315	2592		old_locus_tag=FAZ98_01315
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	299628	302219	+	WP_158948040.1	WP_158948040.1		phosphoenolpyruvate--protein phosphotransferase	ptsP		FAZ98_RS01315	2592	863	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	302412	304154	+					nagE		FAZ98_RS01320	1743		old_locus_tag=FAZ98_01320
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	302412	304154	+	WP_158948042.1	WP_158948042.1		N-acetylglucosamine-specific PTS transporter subunit IIBC	nagE		FAZ98_RS01320	1743	580	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	304294	305235	-					rpoH		FAZ98_RS01325	942		old_locus_tag=FAZ98_01325
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	304294	305235	-	WP_158948044.1	WP_158948044.1		RNA polymerase sigma factor RpoH	rpoH		FAZ98_RS01325	942	313	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	305775	306158	+							FAZ98_RS01330	384		old_locus_tag=FAZ98_01330
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	305775	306158	+	WP_158948046.1	WP_158948046.1		nuclear transport factor 2 family protein			FAZ98_RS01330	384	127	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	306315	307961	-					leuA		FAZ98_RS01335	1647		old_locus_tag=FAZ98_01335
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	306315	307961	-	WP_158948048.1	WP_158948048.1		2-isopropylmalate synthase	leuA		FAZ98_RS01335	1647	548	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	307951	308169	-							FAZ98_RS01340	219		old_locus_tag=FAZ98_01340
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	307951	308169	-	WP_158948050.1	WP_158948050.1		hypothetical protein			FAZ98_RS01340	219	72	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	308520	309482	-					ybiB		FAZ98_RS01345	963		old_locus_tag=FAZ98_01345
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	308520	309482	-	WP_158948052.1	WP_158948052.1		DNA-binding protein YbiB	ybiB		FAZ98_RS01345	963	320	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	309805	310503	+							FAZ98_RS01350	699		old_locus_tag=FAZ98_01350
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	309805	310503	+	WP_158948054.1	WP_158948054.1		fumarylacetoacetate hydrolase family protein			FAZ98_RS01350	699	232	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	310597	311244	+					maiA		FAZ98_RS01355	648		old_locus_tag=FAZ98_01355
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	310597	311244	+	WP_158948056.1	WP_158948056.1		maleylacetoacetate isomerase	maiA		FAZ98_RS01355	648	215	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	311338	312516	-					ftsY		FAZ98_RS01360	1179		old_locus_tag=FAZ98_01360
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	311338	312516	-	WP_158948058.1	WP_158948058.1		signal recognition particle-docking protein FtsY	ftsY		FAZ98_RS01360	1179	392	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	312867	313508	+					rsmD		FAZ98_RS01365	642		old_locus_tag=FAZ98_01365
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	312867	313508	+	WP_158948060.1	WP_158948060.1		16S rRNA (guanine(966)-N(2))-methyltransferase RsmD	rsmD		FAZ98_RS01365	642	213	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	313613	314104	+					coaD		FAZ98_RS01370	492		old_locus_tag=FAZ98_01370
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	313613	314104	+	WP_158948062.1	WP_158948062.1		pantetheine-phosphate adenylyltransferase	coaD		FAZ98_RS01370	492	163	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	314189	315376	-							FAZ98_RS01375	1188		old_locus_tag=FAZ98_01375
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	314189	315376	-	WP_158948064.1	WP_158948064.1		hypothetical protein			FAZ98_RS01375	1188	395	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	315545	316315	-							FAZ98_RS01380	771		old_locus_tag=FAZ98_01380
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	315545	316315	-	WP_158948066.1	WP_158948066.1		FkbM family methyltransferase			FAZ98_RS01380	771	256	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	316492	318282	-							FAZ98_RS01385	1791		old_locus_tag=FAZ98_01385
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	316492	318282	-	WP_158948068.1	WP_158948068.1		methyltransferase domain-containing protein			FAZ98_RS01385	1791	596	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	318585	318845	+							FAZ98_RS01390	261		old_locus_tag=FAZ98_01390
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	318585	318845	+	WP_158948070.1	WP_158948070.1		YfhL family 4Fe-4S dicluster ferredoxin			FAZ98_RS01390	261	86	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	318974	320050	-					hisC		FAZ98_RS01395	1077		old_locus_tag=FAZ98_01395
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	318974	320050	-	WP_158948072.1	WP_158948072.1		histidinol-phosphate transaminase	hisC		FAZ98_RS01395	1077	358	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	320128	320730	-					pth		FAZ98_RS01400	603		old_locus_tag=FAZ98_01400
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	320128	320730	-	WP_158948074.1	WP_158948074.1		aminoacyl-tRNA hydrolase	pth		FAZ98_RS01400	603	200	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	320911	321522	-							FAZ98_RS01405	612		old_locus_tag=FAZ98_01405
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	320911	321522	-	WP_158948076.1	WP_158948076.1		50S ribosomal protein L25/general stress protein Ctc			FAZ98_RS01405	612	203	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	321678	322634	-							FAZ98_RS01410	957		old_locus_tag=FAZ98_01410
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	321678	322634	-	WP_158951822.1	WP_158951822.1		ribose-phosphate pyrophosphokinase			FAZ98_RS01410	957	318	
gene	tRNA	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	322699	322775	-							FAZ98_RS01415	77		old_locus_tag=FAZ98_01415
tRNA		GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	322699	322775	-				tRNA-Gln			FAZ98_RS01415	77		anticodon=TTG
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	322826	323716	-					ispE		FAZ98_RS01420	891		old_locus_tag=FAZ98_01420
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	322826	323716	-	WP_158948078.1	WP_158948078.1		4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	ispE		FAZ98_RS01420	891	296	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	323832	324461	-					lolB		FAZ98_RS01425	630		old_locus_tag=FAZ98_01425
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	323832	324461	-	WP_158948080.1	WP_158948080.1		lipoprotein insertase outer membrane protein LolB	lolB		FAZ98_RS01425	630	209	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	324461	326296	-							FAZ98_RS01430	1836		old_locus_tag=FAZ98_01430
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	324461	326296	-	WP_158948082.1	WP_158948082.1		tetratricopeptide repeat protein			FAZ98_RS01430	1836	611	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	326419	327249	+					mutM		FAZ98_RS01435	831		old_locus_tag=FAZ98_01435
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	326419	327249	+	WP_158948084.1	WP_158948084.1		bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase	mutM		FAZ98_RS01435	831	276	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	327264	328394	+					mutY		FAZ98_RS01440	1131		old_locus_tag=FAZ98_01440
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	327264	328394	+	WP_158948085.1	WP_158948085.1		A/G-specific adenine glycosylase	mutY		FAZ98_RS01440	1131	376	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	328411	329046	-							FAZ98_RS01445	636		old_locus_tag=FAZ98_01445
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	328411	329046	-	WP_158948087.1	WP_158948087.1		LON peptidase substrate-binding domain-containing protein			FAZ98_RS01445	636	211	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	329088	329981	-					rapZ		FAZ98_RS01450	894		old_locus_tag=FAZ98_01450
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	329088	329981	-	WP_158948089.1	WP_158948089.1		RNase adapter RapZ	rapZ		FAZ98_RS01450	894	297	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	330103	331071	-					hprK		FAZ98_RS01455	969		old_locus_tag=FAZ98_01455
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	330103	331071	-	WP_028201859.1	WP_028201859.1		HPr(Ser) kinase/phosphatase	hprK		FAZ98_RS01455	969	322	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	331257	331712	-					ptsN		FAZ98_RS01460	456		old_locus_tag=FAZ98_01460
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	331257	331712	-	WP_027815677.1	WP_027815677.1		PTS IIA-like nitrogen regulatory protein PtsN	ptsN		FAZ98_RS01460	456	151	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	332156	332518	-					raiA		FAZ98_RS01465	363		old_locus_tag=FAZ98_01465
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	332156	332518	-	WP_158948091.1	WP_158948091.1		ribosome-associated translation inhibitor RaiA	raiA		FAZ98_RS01465	363	120	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	332692	334203	-							FAZ98_RS01470	1512		old_locus_tag=FAZ98_01470
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	332692	334203	-	WP_158951823.1	WP_158951823.1		RNA polymerase factor sigma-54			FAZ98_RS01470	1512	503	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	334719	335501	-					lptB		FAZ98_RS01475	783		old_locus_tag=FAZ98_01475
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	334719	335501	-	WP_158948093.1	WP_158948093.1		LPS export ABC transporter ATP-binding protein	lptB		FAZ98_RS01475	783	260	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	335507	336217	-					lptA		FAZ98_RS01480	711		old_locus_tag=FAZ98_01480
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	335507	336217	-	WP_158948095.1	WP_158948095.1		lipopolysaccharide transport periplasmic protein LptA	lptA		FAZ98_RS01480	711	236	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	336250	336849	-					lptC		FAZ98_RS01485	600		old_locus_tag=FAZ98_01485
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	336250	336849	-	WP_158948097.1	WP_158948097.1		LPS export ABC transporter periplasmic protein LptC	lptC		FAZ98_RS01485	600	199	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	336846	337418	-							FAZ98_RS01490	573		old_locus_tag=FAZ98_01490
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	336846	337418	-	WP_158948099.1	WP_158948099.1		HAD family hydrolase			FAZ98_RS01490	573	190	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	337418	338404	-							FAZ98_RS01495	987		old_locus_tag=FAZ98_01495
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	337418	338404	-	WP_158948101.1	WP_158948101.1		KpsF/GutQ family sugar-phosphate isomerase			FAZ98_RS01495	987	328	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	338869	340875	+							FAZ98_RS01500	2007		old_locus_tag=FAZ98_01500
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	338869	340875	+	WP_158948103.1	WP_158948103.1		cation:proton antiporter			FAZ98_RS01500	2007	668	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	341104	341670	+							FAZ98_RS01505	567		old_locus_tag=FAZ98_01505
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	341104	341670	+	WP_158948105.1	WP_158948105.1		adenine phosphoribosyltransferase			FAZ98_RS01505	567	188	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	341736	342359	+							FAZ98_RS01510	624		old_locus_tag=FAZ98_01510
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	341736	342359	+	WP_158951824.1	WP_158951824.1		LysE family translocator			FAZ98_RS01510	624	207	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	342421	343281	+							FAZ98_RS01515	861		old_locus_tag=FAZ98_01515
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	342421	343281	+	WP_158948107.1	WP_158948107.1		NUDIX hydrolase family protein			FAZ98_RS01515	861	286	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	343341	344210	+					purU		FAZ98_RS01520	870		old_locus_tag=FAZ98_01520
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	343341	344210	+	WP_158948109.1	WP_158948109.1		formyltetrahydrofolate deformylase	purU		FAZ98_RS01520	870	289	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	344311	345417	-							FAZ98_RS01525	1107		old_locus_tag=FAZ98_01525
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	344311	345417	-	WP_158948111.1	WP_158948111.1		AI-2E family transporter			FAZ98_RS01525	1107	368	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	345487	348399	-					uvrA		FAZ98_RS01530	2913		old_locus_tag=FAZ98_01530
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	345487	348399	-	WP_158948113.1	WP_158948113.1		excinuclease ABC subunit UvrA	uvrA		FAZ98_RS01530	2913	970	
gene	pseudogene	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	349055	350159	+							FAZ98_RS01535	1105		pseudo;old_locus_tag=FAZ98_01535
CDS	without_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	349055	350159	+				MFS transporter			FAZ98_RS01535	1105		pseudo
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	350277	350822	+							FAZ98_RS01540	546		old_locus_tag=FAZ98_01540
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	350277	350822	+	WP_158948115.1	WP_158948115.1		single-stranded DNA-binding protein			FAZ98_RS01540	546	181	
gene	protein_coding	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	350957	352219	+							FAZ98_RS01545	1263		old_locus_tag=FAZ98_01545
CDS	with_protein	GCF_009789675.1	Primary Assembly	chromosome	1	NZ_CP046913.1	350957	352219	+	WP_158948117.1	WP_158948117.1		site-specific integrase			FAZ98_RS01545	1263	420	
