# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1007568	1008017	-					rsfS		BC1002_RS04490	450		old_locus_tag=BC1002_0907
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1007568	1008017	-	WP_013088890.1	WP_013088890.1		ribosome silencing factor	rsfS		BC1002_RS04490	450	149	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1008022	1008777	-							BC1002_RS04495	756		old_locus_tag=BC1002_0908
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1008022	1008777	-	WP_013088891.1	WP_013088891.1		nicotinate-nucleotide adenylyltransferase			BC1002_RS04495	756	251	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1008788	1009711	-					hemF		BC1002_RS04500	924		old_locus_tag=BC1002_0909
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1008788	1009711	-	WP_013088892.1	WP_013088892.1		oxygen-dependent coproporphyrinogen oxidase	hemF		BC1002_RS04500	924	307	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1009998	1011281	-					purD		BC1002_RS04505	1284		old_locus_tag=BC1002_0910
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1009998	1011281	-	WP_013088893.1	WP_013088893.1		phosphoribosylamine--glycine ligase	purD		BC1002_RS04505	1284	427	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1011386	1012114	-							BC1002_RS04510	729		old_locus_tag=BC1002_0911
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1011386	1012114	-	WP_013088894.1	WP_013088894.1		YebC/PmpR family DNA-binding transcriptional regulator			BC1002_RS04510	729	242	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1012720	1013370	-					upp		BC1002_RS04515	651		old_locus_tag=BC1002_0913
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1012720	1013370	-	WP_013088896.1	WP_013088896.1		uracil phosphoribosyltransferase	upp		BC1002_RS04515	651	216	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1013587	1014366	+							BC1002_RS04520	780		old_locus_tag=BC1002_0914
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1013587	1014366	+	WP_013088897.1	WP_013088897.1		SDR family oxidoreductase			BC1002_RS04520	780	259	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1014418	1014807	+							BC1002_RS04525	390		old_locus_tag=BC1002_0915
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1014418	1014807	+	WP_013088898.1	WP_013088898.1		methylglyoxal synthase			BC1002_RS04525	390	129	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1014854	1015828	+							BC1002_RS04530	975		old_locus_tag=BC1002_0916
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1014854	1015828	+	WP_013088899.1	WP_013088899.1		quinone oxidoreductase			BC1002_RS04530	975	324	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016006	1016116	+							BC1002_RS04535	111		old_locus_tag=BC1002_0917
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016006	1016116	+	WP_013088900.1	WP_013088900.1		hypothetical protein			BC1002_RS04535	111	36	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016116	1016208	+					kdpF		BC1002_RS04540	93		old_locus_tag=BC1002_0918
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016116	1016208	+	WP_013088901.1	WP_013088901.1		K(+)-transporting ATPase subunit F	kdpF		BC1002_RS04540	93	30	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016205	1018010	+					kdpA		BC1002_RS04545	1806		old_locus_tag=BC1002_0919
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1016205	1018010	+	WP_013088902.1	WP_013088902.1		potassium-transporting ATPase subunit KdpA	kdpA		BC1002_RS04545	1806	601	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1018098	1020221	+					kdpB		BC1002_RS04550	2124		old_locus_tag=BC1002_0920
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1018098	1020221	+	WP_013088903.1	WP_013088903.1		potassium-transporting ATPase subunit KdpB	kdpB		BC1002_RS04550	2124	707	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1020280	1020858	+					kdpC		BC1002_RS04555	579		old_locus_tag=BC1002_0921
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1020280	1020858	+	WP_013088904.1	WP_013088904.1		potassium-transporting ATPase subunit KdpC	kdpC		BC1002_RS04555	579	192	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1021007	1023862	+							BC1002_RS04560	2856		old_locus_tag=BC1002_0922
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1021007	1023862	+	WP_013088905.1	WP_013088905.1		DUF4118 domain-containing protein			BC1002_RS04560	2856	951	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1023855	1024553	+					kdpE		BC1002_RS04565	699		old_locus_tag=BC1002_0923
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1023855	1024553	+	WP_013088906.1	WP_013088906.1		two-component system response regulator KdpE	kdpE		BC1002_RS04565	699	232	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1024656	1024976	+					sugE		BC1002_RS04570	321		old_locus_tag=BC1002_0924
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1024656	1024976	+	WP_013088907.1	WP_013088907.1		quaternary ammonium compound efflux SMR transporter SugE	sugE		BC1002_RS04570	321	106	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1025210	1025821	+							BC1002_RS04575	612		old_locus_tag=BC1002_0925
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1025210	1025821	+	WP_013088908.1	WP_013088908.1		DUF4126 domain-containing protein			BC1002_RS04575	612	203	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1025923	1028412	+							BC1002_RS04580	2490		old_locus_tag=BC1002_0926
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1025923	1028412	+	WP_085954262.1	WP_085954262.1		FtsX-like permease family protein			BC1002_RS04580	2490	829	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1028450	1028863	+							BC1002_RS04585	414		old_locus_tag=BC1002_0927
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1028450	1028863	+	WP_013088910.1	WP_013088910.1		group II truncated hemoglobin			BC1002_RS04585	414	137	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1028856	1029500	+							BC1002_RS04590	645		old_locus_tag=BC1002_0928
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1028856	1029500	+	WP_013088911.1	WP_013088911.1		DUF924 domain-containing protein			BC1002_RS04590	645	214	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1029555	1031522	-							BC1002_RS04595	1968		old_locus_tag=BC1002_0929
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1029555	1031522	-	WP_013088912.1	WP_013088912.1		glycosyl transferase			BC1002_RS04595	1968	655	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1031805	1032551	-							BC1002_RS04600	747		old_locus_tag=BC1002_0930
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1031805	1032551	-	WP_013088913.1	WP_013088913.1		SDR family oxidoreductase			BC1002_RS04600	747	248	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1032622	1033209	-							BC1002_RS04605	588		old_locus_tag=BC1002_0931
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1032622	1033209	-	WP_013088914.1	WP_013088914.1		TIGR00730 family Rossman fold protein			BC1002_RS04605	588	195	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1033212	1033937	-							BC1002_RS04610	726		old_locus_tag=BC1002_0932
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1033212	1033937	-	WP_013088915.1	WP_013088915.1		TetR/AcrR family transcriptional regulator			BC1002_RS04610	726	241	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1034218	1034904	-							BC1002_RS04615	687		old_locus_tag=BC1002_0933
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1034218	1034904	-	WP_013088916.1	WP_013088916.1		diacylglycerol kinase			BC1002_RS04615	687	228	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1034925	1035956	-							BC1002_RS04620	1032		old_locus_tag=BC1002_0934
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1034925	1035956	-	WP_041734592.1	WP_041734592.1		glycosyltransferase family 1 protein			BC1002_RS04620	1032	343	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1036005	1036946	-							BC1002_RS04625	942		old_locus_tag=BC1002_0935
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1036005	1036946	-	WP_013088918.1	WP_013088918.1		UDP-2,3-diacylglucosamine diphosphatase			BC1002_RS04625	942	313	
gene	pseudogene	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1037210	1038351	-							BC1002_RS04630	1142		pseudo;old_locus_tag=BC1002_0936
CDS	without_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1037210	1038351	-				IS481 family transposase			BC1002_RS04630	1142		pseudo
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1038574	1039098	-							BC1002_RS04635	525		old_locus_tag=BC1002_0937
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1038574	1039098	-	WP_013088919.1	WP_013088919.1		RDD family protein			BC1002_RS04635	525	174	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1039120	1039893	-							BC1002_RS04640	774		old_locus_tag=BC1002_0938
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1039120	1039893	-	WP_013088920.1	WP_013088920.1		DUF3106 domain-containing protein			BC1002_RS04640	774	257	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1039910	1040332	-							BC1002_RS04645	423		old_locus_tag=BC1002_0939
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1039910	1040332	-	WP_013088921.1	WP_013088921.1		DUF3619 family protein			BC1002_RS04645	423	140	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1040329	1040892	-							BC1002_RS04650	564		old_locus_tag=BC1002_0940
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1040329	1040892	-	WP_013088922.1	WP_013088922.1		RNA polymerase sigma factor			BC1002_RS04650	564	187	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1041249	1043012	+							BC1002_RS04655	1764		old_locus_tag=BC1002_0941
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1041249	1043012	+	WP_013088923.1	WP_013088923.1		acetolactate synthase 3 catalytic subunit			BC1002_RS04655	1764	587	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1043137	1043628	+					ilvN		BC1002_RS04660	492		old_locus_tag=BC1002_0942
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1043137	1043628	+	WP_008920618.1	WP_008920618.1		acetolactate synthase small subunit	ilvN		BC1002_RS04660	492	163	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1043732	1044748	+					ilvC		BC1002_RS04665	1017		old_locus_tag=BC1002_0943
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1043732	1044748	+	WP_008920617.1	WP_008920617.1		ketol-acid reductoisomerase	ilvC		BC1002_RS04665	1017	338	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1044881	1045519	+							BC1002_RS04670	639		old_locus_tag=BC1002_0944
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1044881	1045519	+	WP_013088924.1	WP_013088924.1		phosphatidylserine decarboxylase			BC1002_RS04670	639	212	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1045544	1046413	+					pssA		BC1002_RS04675	870		old_locus_tag=BC1002_0945
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1045544	1046413	+	WP_013088925.1	WP_013088925.1		CDP-diacylglycerol--serine O-phosphatidyltransferase	pssA		BC1002_RS04675	870	289	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1046781	1048328	+							BC1002_RS04680	1548		old_locus_tag=BC1002_0946
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1046781	1048328	+	WP_013088926.1	WP_013088926.1		2-isopropylmalate synthase			BC1002_RS04680	1548	515	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1048453	1050015	-							BC1002_RS04685	1563		old_locus_tag=BC1002_0947
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1048453	1050015	-	WP_013088927.1	WP_013088927.1		SulP family inorganic anion transporter			BC1002_RS04685	1563	520	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1050126	1050761	-							BC1002_RS04690	636		old_locus_tag=BC1002_0948
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1050126	1050761	-	WP_013088928.1	WP_013088928.1		carbonic anhydrase			BC1002_RS04690	636	211	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1050991	1051542	-							BC1002_RS04695	552		old_locus_tag=BC1002_0949
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1050991	1051542	-	WP_013088929.1	WP_013088929.1		hypothetical protein			BC1002_RS04695	552	183	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1051728	1053035	+							BC1002_RS04700	1308		old_locus_tag=BC1002_0950
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1051728	1053035	+	WP_013088930.1	WP_013088930.1		branched-chain amino acid ABC transporter substrate-binding protein			BC1002_RS04700	1308	435	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1053230	1053502	+					rpsO		BC1002_RS04705	273		old_locus_tag=BC1002_0951
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1053230	1053502	+	WP_008920609.1	WP_008920609.1		30S ribosomal protein S15	rpsO		BC1002_RS04705	273	90	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1053850	1055985	+					pnp		BC1002_RS04710	2136		old_locus_tag=BC1002_0952
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1053850	1055985	+	WP_013088931.1	WP_013088931.1		polyribonucleotide nucleotidyltransferase	pnp		BC1002_RS04710	2136	711	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1056136	1057152	+							BC1002_RS04715	1017		old_locus_tag=BC1002_0953
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1056136	1057152	+	WP_013088932.1	WP_013088932.1		NAD(P)H-quinone oxidoreductase			BC1002_RS04715	1017	338	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1057320	1058096	+					tpiA		BC1002_RS04720	777		old_locus_tag=BC1002_0954
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1057320	1058096	+	WP_013088933.1	WP_013088933.1		triose-phosphate isomerase	tpiA		BC1002_RS04720	777	258	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058179	1058574	+					secG		BC1002_RS04725	396		old_locus_tag=BC1002_0955
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058179	1058574	+	WP_013088934.1	WP_013088934.1		preprotein translocase subunit SecG	secG		BC1002_RS04725	396	131	
gene	tRNA	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058687	1058771	+							BC1002_RS04730	85		old_locus_tag=BC1002_R0010
tRNA		GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058687	1058771	+				tRNA-Leu			BC1002_RS04730	85		anticodon=GAG
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058930	1059289	+							BC1002_RS04735	360		old_locus_tag=BC1002_0956
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1058930	1059289	+	WP_018420012.1	WP_018420012.1		NADH-quinone oxidoreductase subunit A			BC1002_RS04735	360	119	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1059352	1059831	+							BC1002_RS04740	480		old_locus_tag=BC1002_0957
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1059352	1059831	+	WP_006052903.1	WP_006052903.1		NADH-quinone oxidoreductase subunit B			BC1002_RS04740	480	159	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1059852	1060454	+							BC1002_RS04745	603		old_locus_tag=BC1002_0958
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1059852	1060454	+	WP_013088936.1	WP_013088936.1		NADH-quinone oxidoreductase subunit C			BC1002_RS04745	603	200	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1060464	1061717	+							BC1002_RS04750	1254		old_locus_tag=BC1002_0959
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1060464	1061717	+	WP_013088937.1	WP_013088937.1		NADH-quinone oxidoreductase subunit D			BC1002_RS04750	1254	417	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1061851	1062336	+					nuoE		BC1002_RS04755	486		old_locus_tag=BC1002_0960
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1061851	1062336	+	WP_013088938.1	WP_013088938.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		BC1002_RS04755	486	161	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1062333	1063658	+					nuoF		BC1002_RS04760	1326		old_locus_tag=BC1002_0961
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1062333	1063658	+	WP_013088939.1	WP_013088939.1		NADH-quinone oxidoreductase subunit NuoF	nuoF		BC1002_RS04760	1326	441	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1063787	1066120	+					nuoG		BC1002_RS04765	2334		old_locus_tag=BC1002_0962
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1063787	1066120	+	WP_013088940.1	WP_013088940.1		NADH-quinone oxidoreductase subunit NuoG	nuoG		BC1002_RS04765	2334	777	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1066121	1067185	+					nuoH		BC1002_RS04770	1065		old_locus_tag=BC1002_0963
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1066121	1067185	+	WP_013088941.1	WP_013088941.1		NADH-quinone oxidoreductase subunit NuoH	nuoH		BC1002_RS04770	1065	354	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1067201	1067689	+					nuoI		BC1002_RS04775	489		old_locus_tag=BC1002_0964
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1067201	1067689	+	WP_013088942.1	WP_013088942.1		NADH-quinone oxidoreductase subunit NuoI	nuoI		BC1002_RS04775	489	162	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1067882	1068574	+							BC1002_RS04780	693		old_locus_tag=BC1002_0965
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1067882	1068574	+	WP_013088943.1	WP_013088943.1		NADH-quinone oxidoreductase subunit J			BC1002_RS04780	693	230	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1068595	1068900	+					nuoK		BC1002_RS04785	306		old_locus_tag=BC1002_0966
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1068595	1068900	+	WP_006052894.1	WP_006052894.1		NADH-quinone oxidoreductase subunit NuoK	nuoK		BC1002_RS04785	306	101	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1068918	1070984	+					nuoL		BC1002_RS04790	2067		old_locus_tag=BC1002_0967
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1068918	1070984	+	WP_013088944.1	WP_013088944.1		NADH-quinone oxidoreductase subunit L	nuoL		BC1002_RS04790	2067	688	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1070999	1072489	+							BC1002_RS04795	1491		old_locus_tag=BC1002_0968
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1070999	1072489	+	WP_013088945.1	WP_013088945.1		NADH-quinone oxidoreductase subunit M			BC1002_RS04795	1491	496	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1072514	1073986	+					nuoN		BC1002_RS04800	1473		old_locus_tag=BC1002_0969
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1072514	1073986	+	WP_013088946.1	WP_013088946.1		NADH-quinone oxidoreductase subunit NuoN	nuoN		BC1002_RS04800	1473	490	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1073986	1074282	+							BC1002_RS04805	297		old_locus_tag=BC1002_0970
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1073986	1074282	+	WP_013088947.1	WP_013088947.1		DUF2818 family protein			BC1002_RS04805	297	98	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1074326	1074916	+							BC1002_RS04810	591		old_locus_tag=BC1002_0971
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1074326	1074916	+	WP_013088948.1	WP_013088948.1		NUDIX hydrolase			BC1002_RS04810	591	196	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1075223	1075468	+							BC1002_RS38740	246		old_locus_tag=BC1002_0972
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1075223	1075468	+	WP_013088949.1	WP_013088949.1		hypothetical protein			BC1002_RS38740	246	81	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1075532	1076056	+							BC1002_RS04815	525		old_locus_tag=BC1002_0973
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1075532	1076056	+	WP_013088950.1	WP_013088950.1		DNA-binding protein			BC1002_RS04815	525	174	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1076273	1076698	+							BC1002_RS04820	426		old_locus_tag=BC1002_0974
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1076273	1076698	+	WP_013088951.1	WP_013088951.1		DUF1178 family protein			BC1002_RS04820	426	141	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1076747	1077943	+							BC1002_RS04825	1197		old_locus_tag=BC1002_0975
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1076747	1077943	+	WP_013088952.1	WP_013088952.1		acyl-CoA dehydrogenase family protein			BC1002_RS04825	1197	398	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1077954	1079081	+							BC1002_RS04830	1128		old_locus_tag=BC1002_0976
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1077954	1079081	+	WP_013088953.1	WP_013088953.1		acyl-CoA dehydrogenase			BC1002_RS04830	1128	375	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1079115	1079573	+							BC1002_RS04835	459		old_locus_tag=BC1002_0977
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1079115	1079573	+	WP_013088954.1	WP_013088954.1		MaoC family dehydratase			BC1002_RS04835	459	152	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1079570	1080046	+							BC1002_RS04840	477		old_locus_tag=BC1002_0978
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1079570	1080046	+	WP_013088955.1	WP_013088955.1		MaoC family dehydratase			BC1002_RS04840	477	158	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1080146	1080847	-							BC1002_RS04845	702		old_locus_tag=BC1002_0979
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1080146	1080847	-	WP_013088956.1	WP_013088956.1		glutathione binding-like protein			BC1002_RS04845	702	233	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1080974	1082233	-							BC1002_RS04850	1260		old_locus_tag=BC1002_0980
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1080974	1082233	-	WP_013088957.1	WP_013088957.1		acyl-CoA dehydrogenase family protein			BC1002_RS04850	1260	419	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1082291	1083397	-							BC1002_RS04855	1107		old_locus_tag=BC1002_0981
CDS	with_protein	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1082291	1083397	-	WP_013088958.1	WP_013088958.1		phosphotransferase			BC1002_RS04855	1107	368	
gene	protein_coding	GCF_000092885.1	Primary Assembly	chromosome	1	NC_014117.1	1083418	1084134	-							BC1002_RS04860	717		old_locus_tag=BC1002_0982
