# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1021880	1023172	-							CJU94_RS04590	1293		old_locus_tag=CJU94_04590
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1021880	1023172	-	WP_095417710.1	WP_095417710.1		MFS transporter			CJU94_RS04590	1293	430	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1023427	1023738	-							CJU94_RS04595	312		old_locus_tag=CJU94_04595
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1023427	1023738	-	WP_095417711.1	WP_095417711.1		high-potential iron-sulfur protein			CJU94_RS04595	312	103	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1023961	1025067	-							CJU94_RS04600	1107		old_locus_tag=CJU94_04600
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1023961	1025067	-	WP_095420220.1	WP_095420220.1		NAD(P)/FAD-dependent oxidoreductase			CJU94_RS04600	1107	368	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1025457	1026434	-							CJU94_RS04605	978		old_locus_tag=CJU94_04605
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1025457	1026434	-	WP_095417712.1	WP_095417712.1		AAA family ATPase			CJU94_RS04605	978	325	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1026703	1027230	+							CJU94_RS04610	528		old_locus_tag=CJU94_04610
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1026703	1027230	+	WP_095417713.1	WP_095417713.1		hypothetical protein			CJU94_RS04610	528	175	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1027319	1028116	+							CJU94_RS04615	798		old_locus_tag=CJU94_04615
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1027319	1028116	+	WP_095417714.1	WP_095417714.1		endonuclease/exonuclease/phosphatase family protein			CJU94_RS04615	798	265	
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1028133	1028796	-							CJU94_RS04620	664		partial;pseudo;old_locus_tag=CJU94_04620
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1028133	1028796	-				aldose 1-epimerase			CJU94_RS04620	664		partial;pseudo
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1028788	1028973	+							CJU94_RS04625	186		partial;pseudo;old_locus_tag=CJU94_04625
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1028788	1028973	+				ABC transporter permease			CJU94_RS04625	186		partial;pseudo
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1029647	1030417	+							CJU94_RS04635	771		old_locus_tag=CJU94_04635
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1029647	1030417	+	WP_091797169.1	WP_091797169.1		ferredoxin--NADP reductase			CJU94_RS04635	771	256	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1030853	1031719	+							CJU94_RS04640	867		old_locus_tag=CJU94_04640
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1030853	1031719	+	WP_095417715.1	WP_095417715.1		histidine kinase			CJU94_RS04640	867	288	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1031730	1032386	+					rqpR		CJU94_RS04645	657		old_locus_tag=CJU94_04645
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1031730	1032386	+	WP_095417716.1	WP_095417716.1		response regulator transcription factor RqpR	rqpR		CJU94_RS04645	657	218	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1032677	1034068	+							CJU94_RS04650	1392		old_locus_tag=CJU94_04650
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1032677	1034068	+	WP_095417717.1	WP_095417717.1		amino acid permease			CJU94_RS04650	1392	463	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1034535	1034996	+							CJU94_RS41700	462		
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1034535	1034996	+	WP_244220914.1	WP_244220914.1		hypothetical protein			CJU94_RS41700	462	153	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1035519	1036037	+							CJU94_RS04660	519		old_locus_tag=CJU94_04660
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1035519	1036037	+	WP_095417718.1	WP_095417718.1		(2Fe-2S)-binding protein			CJU94_RS04660	519	172	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1036048	1038429	+							CJU94_RS04665	2382		old_locus_tag=CJU94_04665
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1036048	1038429	+	WP_095417719.1	WP_095417719.1		xanthine dehydrogenase family protein molybdopterin-binding subunit			CJU94_RS04665	2382	793	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1038452	1039249	+							CJU94_RS04670	798		old_locus_tag=CJU94_04670
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1038452	1039249	+	WP_095417720.1	WP_095417720.1		xanthine dehydrogenase family protein subunit M			CJU94_RS04670	798	265	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1039376	1040263	+							CJU94_RS04675	888		old_locus_tag=CJU94_04675
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1039376	1040263	+	WP_095417721.1	WP_095417721.1		MoxR family ATPase			CJU94_RS04675	888	295	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1040269	1041597	+							CJU94_RS04680	1329		old_locus_tag=CJU94_04680
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1040269	1041597	+	WP_095417722.1	WP_095417722.1		VWA domain-containing protein			CJU94_RS04680	1329	442	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1041588	1042190	+							CJU94_RS04685	603		old_locus_tag=CJU94_04685
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1041588	1042190	+	WP_095417723.1	WP_095417723.1		carbon monoxide dehydrogenase subunit G			CJU94_RS04685	603	200	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1042163	1043185	+							CJU94_RS04690	1023		old_locus_tag=CJU94_04690
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1042163	1043185	+	WP_095417724.1	WP_095417724.1		XdhC family protein			CJU94_RS04690	1023	340	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1043256	1043996	-							CJU94_RS04695	741		old_locus_tag=CJU94_04695
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1043256	1043996	-	WP_095417725.1	WP_095417725.1		PepSY-associated TM helix domain-containing protein			CJU94_RS04695	741	246	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1044326	1046227	+							CJU94_RS04700	1902		old_locus_tag=CJU94_04700
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1044326	1046227	+	WP_095417726.1	WP_095417726.1		DUF3857 and transglutaminase domain-containing protein			CJU94_RS04700	1902	633	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1046279	1047307	-							CJU94_RS04705	1029		old_locus_tag=CJU94_04705
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1046279	1047307	-	WP_095417727.1	WP_095417727.1		serine/threonine protein kinase			CJU94_RS04705	1029	342	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1047412	1047624	-							CJU94_RS04710	213		old_locus_tag=CJU94_04710
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1047412	1047624	-	WP_007179664.1	WP_007179664.1		hypothetical protein			CJU94_RS04710	213	70	
gene	pseudogene	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1048030	1050319	+							CJU94_RS04715	2290		pseudo;old_locus_tag=CJU94_04715
CDS	without_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1048030	1050319	+				efflux RND transporter permease subunit			CJU94_RS04715	2290		pseudo
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1050459	1050755	+							CJU94_RS41705	297		
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1050459	1050755	+	WP_244220915.1	WP_244220915.1		hypothetical protein			CJU94_RS41705	297	98	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1050727	1051137	-							CJU94_RS41710	411		
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1050727	1051137	-	WP_244220916.1	WP_244220916.1		hypothetical protein			CJU94_RS41710	411	136	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1051406	1052608	+							CJU94_RS04725	1203		old_locus_tag=CJU94_04725
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1051406	1052608	+	WP_244220917.1	WP_244220917.1		MFS transporter			CJU94_RS04725	1203	400	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1052878	1053063	+							CJU94_RS04730	186		old_locus_tag=CJU94_04730
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1052878	1053063	+	WP_007179669.1	WP_007179669.1		hypothetical protein			CJU94_RS04730	186	61	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1053125	1054168	-					mgrA		CJU94_RS04735	1044		old_locus_tag=CJU94_04735
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1053125	1054168	-	WP_095417728.1	WP_095417728.1		L-glyceraldehyde 3-phosphate reductase	mgrA		CJU94_RS04735	1044	347	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1054386	1054592	+							CJU94_RS04740	207		old_locus_tag=CJU94_04740
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1054386	1054592	+	WP_095417729.1	WP_095417729.1		DUF3185 family protein			CJU94_RS04740	207	68	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1054672	1055433	-							CJU94_RS04745	762		old_locus_tag=CJU94_04745
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1054672	1055433	-	WP_095417730.1	WP_095417730.1		phytanoyl-CoA dioxygenase family protein			CJU94_RS04745	762	253	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1055896	1056261	+							CJU94_RS04750	366		old_locus_tag=CJU94_04750
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1055896	1056261	+	WP_095420222.1	WP_095420222.1		hypothetical protein			CJU94_RS04750	366	121	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1056463	1057653	-					metK		CJU94_RS04755	1191		old_locus_tag=CJU94_04755
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1056463	1057653	-	WP_095417731.1	WP_095417731.1		methionine adenosyltransferase	metK		CJU94_RS04755	1191	396	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1057931	1058815	+							CJU94_RS04760	885		old_locus_tag=CJU94_04760
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1057931	1058815	+	WP_095417732.1	WP_095417732.1		lipid A biosynthesis lauroyl acyltransferase			CJU94_RS04760	885	294	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1058914	1059801	+					dapF		CJU94_RS04765	888		old_locus_tag=CJU94_04765
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1058914	1059801	+	WP_095420223.1	WP_095420223.1		diaminopimelate epimerase	dapF		CJU94_RS04765	888	295	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1059860	1060579	+							CJU94_RS04770	720		old_locus_tag=CJU94_04770
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1059860	1060579	+	WP_095417733.1	WP_095417733.1		DUF484 family protein			CJU94_RS04770	720	239	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1060618	1061541	+					xerC		CJU94_RS04775	924		old_locus_tag=CJU94_04775
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1060618	1061541	+	WP_095417734.1	WP_095417734.1		tyrosine recombinase XerC	xerC		CJU94_RS04775	924	307	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1061629	1062831	+							CJU94_RS04780	1203		old_locus_tag=CJU94_04780
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1061629	1062831	+	WP_095417735.1	WP_095417735.1		class I SAM-dependent rRNA methyltransferase			CJU94_RS04780	1203	400	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1063022	1064110	+							CJU94_RS04785	1089		old_locus_tag=CJU94_04785
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1063022	1064110	+	WP_091797218.1	WP_091797218.1		GTP-binding protein			CJU94_RS04785	1089	362	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1064779	1065198	+					dksA		CJU94_RS04790	420		old_locus_tag=CJU94_04790
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1064779	1065198	+	WP_012431412.1	WP_012431412.1		RNA polymerase-binding protein DksA	dksA		CJU94_RS04790	420	139	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1065625	1066161	+					hslV		CJU94_RS04795	537		old_locus_tag=CJU94_04795
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1065625	1066161	+	WP_091797221.1	WP_091797221.1		ATP-dependent protease subunit HslV	hslV		CJU94_RS04795	537	178	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1066171	1067517	+					hslU		CJU94_RS04800	1347		old_locus_tag=CJU94_04800
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1066171	1067517	+	WP_095417736.1	WP_095417736.1		ATP-dependent protease ATPase subunit HslU	hslU		CJU94_RS04800	1347	448	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1067657	1068199	-							CJU94_RS04805	543		old_locus_tag=CJU94_04805
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1067657	1068199	-	WP_095417737.1	WP_095417737.1		response regulator transcription factor			CJU94_RS04805	543	180	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1068196	1069506	-							CJU94_RS04810	1311		old_locus_tag=CJU94_04810
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1068196	1069506	-	WP_095417738.1	WP_095417738.1		ATP-binding protein			CJU94_RS04810	1311	436	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1069635	1071272	+							CJU94_RS04815	1638		old_locus_tag=CJU94_04815
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1069635	1071272	+	WP_095417739.1	WP_095417739.1		hypothetical protein			CJU94_RS04815	1638	545	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1071337	1071552	-							CJU94_RS04820	216		old_locus_tag=CJU94_04820
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1071337	1071552	-	WP_095417740.1	WP_095417740.1		cysteine-rich CWC family protein			CJU94_RS04820	216	71	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1071817	1072716	+					argB		CJU94_RS04825	900		old_locus_tag=CJU94_04825
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1071817	1072716	+	WP_007179687.1	WP_007179687.1		acetylglutamate kinase	argB		CJU94_RS04825	900	299	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1072950	1073753	+							CJU94_RS04830	804		old_locus_tag=CJU94_04830
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1072950	1073753	+	WP_095417741.1	WP_095417741.1		pyrimidine 5'-nucleotidase			CJU94_RS04830	804	267	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1073720	1074421	+					slmA		CJU94_RS04835	702		old_locus_tag=CJU94_04835
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1073720	1074421	+	WP_095417742.1	WP_095417742.1		nucleoid occlusion factor SlmA	slmA		CJU94_RS04835	702	233	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1074732	1075877	+							CJU94_RS04840	1146		old_locus_tag=CJU94_04840
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1074732	1075877	+	WP_095417743.1	WP_095417743.1		homoserine O-acetyltransferase			CJU94_RS04840	1146	381	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1075874	1076482	+					metW		CJU94_RS04845	609		old_locus_tag=CJU94_04845
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1075874	1076482	+	WP_095417744.1	WP_095417744.1		methionine biosynthesis protein MetW	metW		CJU94_RS04845	609	202	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1076497	1077891	+							CJU94_RS04850	1395		old_locus_tag=CJU94_04850
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1076497	1077891	+	WP_095417745.1	WP_095417745.1		AmpG family muropeptide MFS transporter			CJU94_RS04850	1395	464	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1077924	1079174	+							CJU94_RS04855	1251		old_locus_tag=CJU94_04855
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1077924	1079174	+	WP_244220942.1	WP_244220942.1		M48 family metallopeptidase			CJU94_RS04855	1251	416	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1079278	1080057	-							CJU94_RS04860	780		old_locus_tag=CJU94_04860
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1079278	1080057	-	WP_095417746.1	WP_095417746.1		exodeoxyribonuclease III			CJU94_RS04860	780	259	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1080104	1080943	-							CJU94_RS04865	840		old_locus_tag=CJU94_04865
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1080104	1080943	-	WP_091797252.1	WP_091797252.1		polyphosphate kinase			CJU94_RS04865	840	279	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1081078	1082553	-					gatB		CJU94_RS04870	1476		old_locus_tag=CJU94_04870
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1081078	1082553	-	WP_095417747.1	WP_095417747.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB	gatB		CJU94_RS04870	1476	491	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1082559	1084046	-					gatA		CJU94_RS04875	1488		old_locus_tag=CJU94_04875
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1082559	1084046	-	WP_095417748.1	WP_095417748.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA		CJU94_RS04875	1488	495	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084240	1084539	-					gatC		CJU94_RS04880	300		old_locus_tag=CJU94_04880
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084240	1084539	-	WP_095417749.1	WP_095417749.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatC		CJU94_RS04880	300	99	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084538	1084687	+							CJU94_RS40740	150		
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084538	1084687	+	WP_157763715.1	WP_157763715.1		hypothetical protein			CJU94_RS40740	150	49	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084920	1085963	+							CJU94_RS04885	1044		old_locus_tag=CJU94_04885
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1084920	1085963	+	WP_004189550.1	WP_004189550.1		rod shape-determining protein			CJU94_RS04885	1044	347	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1086117	1087259	+					mreC		CJU94_RS04890	1143		old_locus_tag=CJU94_04890
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1086117	1087259	+	WP_095417750.1	WP_095417750.1		rod shape-determining protein MreC	mreC		CJU94_RS04890	1143	380	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1087256	1087768	+					mreD		CJU94_RS04895	513		old_locus_tag=CJU94_04895
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1087256	1087768	+	WP_095417751.1	WP_095417751.1		rod shape-determining protein MreD	mreD		CJU94_RS04895	513	170	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1087910	1090219	+					mrdA		CJU94_RS04900	2310		old_locus_tag=CJU94_04900
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1087910	1090219	+	WP_095417752.1	WP_095417752.1		penicillin-binding protein 2	mrdA		CJU94_RS04900	2310	769	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1090231	1091379	+					rodA		CJU94_RS04905	1149		old_locus_tag=CJU94_04905
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1090231	1091379	+	WP_095417753.1	WP_095417753.1		rod shape-determining protein RodA	rodA		CJU94_RS04905	1149	382	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1091469	1092116	-							CJU94_RS04910	648		old_locus_tag=CJU94_04910
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1091469	1092116	-	WP_244220943.1	WP_244220943.1		sel1 repeat family protein			CJU94_RS04910	648	215	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1092167	1092949	-							CJU94_RS04915	783		old_locus_tag=CJU94_04915
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1092167	1092949	-	WP_095417755.1	WP_095417755.1		aldolase/citrate lyase family protein			CJU94_RS04915	783	260	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1093195	1093638	-					queD		CJU94_RS04920	444		old_locus_tag=CJU94_04920
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1093195	1093638	-	WP_095420225.1	WP_095420225.1		6-carboxytetrahydropterin synthase QueD	queD		CJU94_RS04920	444	147	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1093648	1094280	-					queE		CJU94_RS04925	633		old_locus_tag=CJU94_04925
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1093648	1094280	-	WP_095417756.1	WP_095417756.1		7-carboxy-7-deazaguanine synthase	queE		CJU94_RS04925	633	210	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1094378	1095109	-					queC		CJU94_RS04930	732		old_locus_tag=CJU94_04930
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1094378	1095109	-	WP_095417757.1	WP_095417757.1		7-cyano-7-deazaguanine synthase QueC	queC		CJU94_RS04930	732	243	
gene	tRNA	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1095498	1095573	-							CJU94_RS04935	76		old_locus_tag=CJU94_04935
tRNA		GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1095498	1095573	-				tRNA-Phe			CJU94_RS04935	76		anticodon=GAA
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1095702	1096391	-					esaR		CJU94_RS04940	690		old_locus_tag=CJU94_04940
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1095702	1096391	-	WP_095417758.1	WP_095417758.1		response regulator transcription factor EsaR	esaR		CJU94_RS04940	690	229	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1096392	1098806	-							CJU94_RS04945	2415		old_locus_tag=CJU94_04945
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1096392	1098806	-	WP_095417759.1	WP_095417759.1		PAS domain-containing sensor histidine kinase			CJU94_RS04945	2415	804	
gene	protein_coding	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1098796	1099395	-							CJU94_RS04950	600		old_locus_tag=CJU94_04950
CDS	with_protein	GCF_002278075.1	Primary Assembly	chromosome	1	NZ_CP022989.1	1098796	1099395	-	WP_095417760.1	WP_095417760.1		DUF4390 domain-containing protein			CJU94_RS04950	600	199	
