# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1637223	1638572	+							FAZ97_RS07305	1350		old_locus_tag=FAZ97_07305
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1637223	1638572	+	WP_158757838.1	WP_158757838.1		ATP-binding protein			FAZ97_RS07305	1350	449	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1638733	1639281	+							FAZ97_RS07310	549		old_locus_tag=FAZ97_07310
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1638733	1639281	+	WP_158757839.1	WP_158757839.1		peroxiredoxin			FAZ97_RS07310	549	182	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1639286	1640431	-							FAZ97_RS07315	1146		old_locus_tag=FAZ97_07315
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1639286	1640431	-	WP_158757840.1	WP_158757840.1		acyltransferase			FAZ97_RS07315	1146	381	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1640602	1641081	-					ispF		FAZ97_RS07320	480		old_locus_tag=FAZ97_07320
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1640602	1641081	-	WP_158757841.1	WP_158757841.1		2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		FAZ97_RS07320	480	159	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1641126	1641845	-					ispD		FAZ97_RS07325	720		old_locus_tag=FAZ97_07325
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1641126	1641845	-	WP_158757842.1	WP_158757842.1		2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	ispD		FAZ97_RS07325	720	239	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1642059	1645538	+					mfd		FAZ97_RS07330	3480		old_locus_tag=FAZ97_07330
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1642059	1645538	+	WP_158757843.1	WP_158757843.1		transcription-repair coupling factor	mfd		FAZ97_RS07330	3480	1159	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1645723	1646946	+					argE		FAZ97_RS07335	1224		old_locus_tag=FAZ97_07335
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1645723	1646946	+	WP_158757844.1	WP_158757844.1		acetylornithine deacetylase	argE		FAZ97_RS07335	1224	407	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1646968	1647978	+							FAZ97_RS07340	1011		old_locus_tag=FAZ97_07340
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1646968	1647978	+	WP_158757845.1	WP_158757845.1		threonine/serine dehydratase			FAZ97_RS07340	1011	336	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1648178	1648627	+					mscL		FAZ97_RS07345	450		old_locus_tag=FAZ97_07345
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1648178	1648627	+	WP_158757846.1	WP_158757846.1		large conductance mechanosensitive channel protein MscL	mscL		FAZ97_RS07345	450	149	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1648697	1650694	-							FAZ97_RS07350	1998		old_locus_tag=FAZ97_07350
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1648697	1650694	-	WP_158757847.1	WP_158757847.1		response regulator			FAZ97_RS07350	1998	665	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1650799	1651299	-							FAZ97_RS07355	501		old_locus_tag=FAZ97_07355
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1650799	1651299	-	WP_158757848.1	WP_158757848.1		response regulator			FAZ97_RS07355	501	166	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1651384	1653048	-							FAZ97_RS07360	1665		old_locus_tag=FAZ97_07360
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1651384	1653048	-	WP_158757849.1	WP_158757849.1		ATP-binding protein			FAZ97_RS07360	1665	554	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1653603	1654103	+							FAZ97_RS07365	501		old_locus_tag=FAZ97_07365
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1653603	1654103	+	WP_028206958.1	WP_028206958.1		hypothetical protein			FAZ97_RS07365	501	166	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1654200	1656713	-							FAZ97_RS07370	2514		old_locus_tag=FAZ97_07370
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1654200	1656713	-	WP_158757850.1	WP_158757850.1		AsmA family protein			FAZ97_RS07370	2514	837	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1656837	1657583	+							FAZ97_RS07375	747		old_locus_tag=FAZ97_07375
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1656837	1657583	+	WP_158757851.1	WP_158757851.1		ATP-binding cassette domain-containing protein			FAZ97_RS07375	747	248	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1657580	1658392	+					fetB		FAZ97_RS07380	813		old_locus_tag=FAZ97_07380
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1657580	1658392	+	WP_158757852.1	WP_158757852.1		iron export ABC transporter permease subunit FetB	fetB		FAZ97_RS07380	813	270	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1658457	1659026	-							FAZ97_RS07385	570		old_locus_tag=FAZ97_07385
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1658457	1659026	-	WP_158757853.1	WP_158757853.1		DUF6013 family protein			FAZ97_RS07385	570	189	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1659335	1660273	-					ligD		FAZ97_RS07390	939		old_locus_tag=FAZ97_07390
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1659335	1660273	-	WP_233271541.1	WP_233271541.1		non-homologous end-joining DNA ligase	ligD		FAZ97_RS07390	939	312	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1660757	1661596	+					serB		FAZ97_RS07395	840		old_locus_tag=FAZ97_07395
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1660757	1661596	+	WP_158757855.1	WP_158757855.1		phosphoserine phosphatase SerB	serB		FAZ97_RS07395	840	279	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1661678	1662883	-							FAZ97_RS07400	1206		old_locus_tag=FAZ97_07400
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1661678	1662883	-	WP_158757856.1	WP_158757856.1		cystathionine beta-lyase			FAZ97_RS07400	1206	401	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1662986	1663603	-							FAZ97_RS07405	618		old_locus_tag=FAZ97_07405
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1662986	1663603	-	WP_158757857.1	WP_158757857.1		hypothetical protein			FAZ97_RS07405	618	205	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1663649	1664833	-							FAZ97_RS07410	1185		old_locus_tag=FAZ97_07410
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1663649	1664833	-	WP_158757858.1	WP_158757858.1		acetyl-CoA C-acyltransferase family protein			FAZ97_RS07410	1185	394	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1664882	1665832	-							FAZ97_RS07415	951		old_locus_tag=FAZ97_07415
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1664882	1665832	-	WP_158757859.1	WP_158757859.1		sugar kinase			FAZ97_RS07415	951	316	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1665838	1667175	-					rimO		FAZ97_RS07420	1338		old_locus_tag=FAZ97_07420
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1665838	1667175	-	WP_199272041.1	WP_199272041.1		30S ribosomal protein S12 methylthiotransferase RimO	rimO		FAZ97_RS07420	1338	445	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1667493	1667774	+							FAZ97_RS07425	282		old_locus_tag=FAZ97_07425
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1667493	1667774	+	WP_158757861.1	WP_158757861.1		helix-turn-helix domain-containing protein			FAZ97_RS07425	282	93	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1667874	1668479	-					phaR		FAZ97_RS07430	606		old_locus_tag=FAZ97_07430
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1667874	1668479	-	WP_158757862.1	WP_158757862.1		polyhydroxyalkanoate synthesis repressor PhaR	phaR		FAZ97_RS07430	606	201	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1668629	1669369	-							FAZ97_RS07435	741		old_locus_tag=FAZ97_07435
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1668629	1669369	-	WP_158757863.1	WP_158757863.1		3-ketoacyl-ACP reductase			FAZ97_RS07435	741	246	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1669522	1670703	-							FAZ97_RS07440	1182		old_locus_tag=FAZ97_07440
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1669522	1670703	-	WP_158757864.1	WP_158757864.1		acetyl-CoA C-acetyltransferase			FAZ97_RS07440	1182	393	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1670812	1672728	-					phaC		FAZ97_RS07445	1917		old_locus_tag=FAZ97_07445
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1670812	1672728	-	WP_158757865.1	WP_158757865.1		class I poly(R)-hydroxyalkanoic acid synthase	phaC		FAZ97_RS07445	1917	638	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1673235	1674104	-					pgeF		FAZ97_RS07450	870		old_locus_tag=FAZ97_07450
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1673235	1674104	-	WP_158757866.1	WP_158757866.1		peptidoglycan editing factor PgeF	pgeF		FAZ97_RS07450	870	289	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1674101	1675351	-							FAZ97_RS07455	1251		old_locus_tag=FAZ97_07455
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1674101	1675351	-	WP_158757867.1	WP_158757867.1		RluA family pseudouridine synthase			FAZ97_RS07455	1251	416	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1675393	1676289	+							FAZ97_RS07460	897		old_locus_tag=FAZ97_07460
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1675393	1676289	+	WP_199272042.1	WP_199272042.1		outer membrane protein assembly factor BamD			FAZ97_RS07460	897	298	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1676405	1677823	-					rlmD		FAZ97_RS07465	1419		old_locus_tag=FAZ97_07465
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1676405	1677823	-	WP_158759087.1	WP_158759087.1		23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	rlmD		FAZ97_RS07465	1419	472	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678053	1678244	+							FAZ97_RS07470	192		old_locus_tag=FAZ97_07470
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678053	1678244	+	WP_158757869.1	WP_158757869.1		hypothetical protein			FAZ97_RS07470	192	63	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678336	1678641	+							FAZ97_RS07475	306		old_locus_tag=FAZ97_07475
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678336	1678641	+	WP_158757870.1	WP_158757870.1		outer membrane protein assembly factor BamE			FAZ97_RS07475	306	101	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678769	1679650	+							FAZ97_RS07480	882		old_locus_tag=FAZ97_07480
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1678769	1679650	+	WP_158757871.1	WP_158757871.1		endonuclease/exonuclease/phosphatase family protein			FAZ97_RS07480	882	293	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1679672	1680451	-							FAZ97_RS07485	780		old_locus_tag=FAZ97_07485
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1679672	1680451	-	WP_158757872.1	WP_158757872.1		3'-5' exonuclease			FAZ97_RS07485	780	259	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1680471	1681577	-					rpoS		FAZ97_RS07490	1107		old_locus_tag=FAZ97_07490
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1680471	1681577	-	WP_158757873.1	WP_158757873.1		RNA polymerase sigma factor RpoS	rpoS		FAZ97_RS07490	1107	368	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1681591	1682523	-							FAZ97_RS07495	933		old_locus_tag=FAZ97_07495
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1681591	1682523	-	WP_158759088.1	WP_158759088.1		peptidoglycan DD-metalloendopeptidase family protein			FAZ97_RS07495	933	310	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1682529	1683590	-							FAZ97_RS07500	1062		old_locus_tag=FAZ97_07500
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1682529	1683590	-	WP_158757874.1	WP_158757874.1		protein-L-isoaspartate(D-aspartate) O-methyltransferase			FAZ97_RS07500	1062	353	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1683587	1684348	-					surE		FAZ97_RS07505	762		old_locus_tag=FAZ97_07505
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1683587	1684348	-	WP_158757875.1	WP_158757875.1		5'/3'-nucleotidase SurE	surE		FAZ97_RS07505	762	253	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1684618	1685589	+							FAZ97_RS07510	972		old_locus_tag=FAZ97_07510
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1684618	1685589	+	WP_158757876.1	WP_158757876.1		NADPH:quinone oxidoreductase family protein			FAZ97_RS07510	972	323	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1685665	1686936	-							FAZ97_RS07515	1272		old_locus_tag=FAZ97_07515
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1685665	1686936	-	WP_158757877.1	WP_158757877.1		CoA transferase			FAZ97_RS07515	1272	423	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1686988	1687584	-					recR		FAZ97_RS07520	597		old_locus_tag=FAZ97_07520
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1686988	1687584	-	WP_133184310.1	WP_133184310.1		recombination mediator RecR	recR		FAZ97_RS07520	597	198	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1687767	1688093	-							FAZ97_RS07525	327		old_locus_tag=FAZ97_07525
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1687767	1688093	-	WP_028204938.1	WP_028204938.1		YbaB/EbfC family nucleoid-associated protein			FAZ97_RS07525	327	108	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1688176	1690551	-							FAZ97_RS07530	2376		old_locus_tag=FAZ97_07530
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1688176	1690551	-	WP_158757878.1	WP_158757878.1		DNA polymerase III subunit gamma/tau			FAZ97_RS07530	2376	791	
gene	SRP_RNA	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1690769	1690867	-					ffs		FAZ97_RS07535	99		old_locus_tag=FAZ97_07535
ncRNA	SRP_RNA	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1690769	1690867	-				signal recognition particle sRNA small type	ffs		FAZ97_RS07535	99		
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1691324	1691650	+					trxA		FAZ97_RS07540	327		old_locus_tag=FAZ97_07540
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1691324	1691650	+	WP_027797264.1	WP_027797264.1		thioredoxin TrxA	trxA		FAZ97_RS07540	327	108	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1691955	1693217	+					rho		FAZ97_RS07545	1263		old_locus_tag=FAZ97_07545
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1691955	1693217	+	WP_103705944.1	WP_103705944.1		transcription termination factor Rho	rho		FAZ97_RS07545	1263	420	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1693380	1693931	+							FAZ97_RS07550	552		old_locus_tag=FAZ97_07550
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1693380	1693931	+	WP_158757879.1	WP_158757879.1		MerR family transcriptional regulator			FAZ97_RS07550	552	183	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1693928	1695484	+							FAZ97_RS07555	1557		old_locus_tag=FAZ97_07555
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1693928	1695484	+	WP_158757880.1	WP_158757880.1		MFS transporter			FAZ97_RS07555	1557	518	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1695520	1696356	+							FAZ97_RS07560	837		old_locus_tag=FAZ97_07560
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1695520	1696356	+	WP_158757881.1	WP_158757881.1		zinc-dependent peptidase			FAZ97_RS07560	837	278	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1696514	1696777	+							FAZ97_RS07565	264		old_locus_tag=FAZ97_07565
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1696514	1696777	+	WP_158757882.1	WP_158757882.1		type B 50S ribosomal protein L31			FAZ97_RS07565	264	87	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1697098	1698852	+							FAZ97_RS07570	1755		old_locus_tag=FAZ97_07570
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1697098	1698852	+	WP_158757883.1	WP_158757883.1		glycosyltransferase family 39 protein			FAZ97_RS07570	1755	584	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1698860	1700227	+							FAZ97_RS07575	1368		old_locus_tag=FAZ97_07575
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1698860	1700227	+	WP_233271542.1	WP_233271542.1		MATE family efflux transporter			FAZ97_RS07575	1368	455	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1700272	1701279	-					lipA		FAZ97_RS07580	1008		old_locus_tag=FAZ97_07580
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1700272	1701279	-	WP_158757885.1	WP_158757885.1		lipoyl synthase	lipA		FAZ97_RS07580	1008	335	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1701282	1702403	-							FAZ97_RS07585	1122		old_locus_tag=FAZ97_07585
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1701282	1702403	-	WP_158757886.1	WP_158757886.1		acetoin dehydrogenase dihydrolipoyllysine-residue acetyltransferase subunit			FAZ97_RS07585	1122	373	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1702408	1703412	-							FAZ97_RS07590	1005		old_locus_tag=FAZ97_07590
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1702408	1703412	-	WP_158757887.1	WP_158757887.1		alpha-ketoacid dehydrogenase subunit beta			FAZ97_RS07590	1005	334	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1703460	1704437	-							FAZ97_RS07595	978		old_locus_tag=FAZ97_07595
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1703460	1704437	-	WP_158757888.1	WP_158757888.1		thiamine pyrophosphate-dependent dehydrogenase E1 component subunit alpha			FAZ97_RS07595	978	325	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1704505	1705281	-							FAZ97_RS07600	777		old_locus_tag=FAZ97_07600
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1704505	1705281	-	WP_158757889.1	WP_158757889.1		SDR family oxidoreductase			FAZ97_RS07600	777	258	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1705326	1706393	-							FAZ97_RS07605	1068		old_locus_tag=FAZ97_07605
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1705326	1706393	-	WP_158757890.1	WP_158757890.1		NAD(+)/NADH kinase			FAZ97_RS07605	1068	355	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1706872	1708884	+							FAZ97_RS07610	2013		old_locus_tag=FAZ97_07610
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1706872	1708884	+	WP_158757891.1	WP_158757891.1		sigma-54-dependent Fis family transcriptional regulator			FAZ97_RS07610	2013	670	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1709103	1709690	+							FAZ97_RS07615	588		old_locus_tag=FAZ97_07615
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1709103	1709690	+	WP_158757892.1	WP_158757892.1		helix-hairpin-helix domain-containing protein			FAZ97_RS07615	588	195	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1709815	1710255	+							FAZ97_RS07620	441		old_locus_tag=FAZ97_07620
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1709815	1710255	+	WP_158757893.1	WP_158757893.1		YidB family protein			FAZ97_RS07620	441	146	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1710367	1712964	-					clpB		FAZ97_RS07625	2598		old_locus_tag=FAZ97_07625
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1710367	1712964	-	WP_158757894.1	WP_158757894.1		ATP-dependent chaperone ClpB	clpB		FAZ97_RS07625	2598	865	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1713222	1713722	-							FAZ97_RS07630	501		old_locus_tag=FAZ97_07630
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1713222	1713722	-	WP_158757895.1	WP_158757895.1		Rrf2 family transcriptional regulator			FAZ97_RS07630	501	166	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1713940	1714500	+							FAZ97_RS07635	561		old_locus_tag=FAZ97_07635
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1713940	1714500	+	WP_158757896.1	WP_158757896.1		group III truncated hemoglobin			FAZ97_RS07635	561	186	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1714602	1715084	-							FAZ97_RS07640	483		old_locus_tag=FAZ97_07640
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1714602	1715084	-	WP_158757897.1	WP_158757897.1		molybdenum cofactor biosynthesis protein MoaE			FAZ97_RS07640	483	160	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1715104	1715361	-					moaD		FAZ97_RS07645	258		old_locus_tag=FAZ97_07645
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1715104	1715361	-	WP_158757898.1	WP_158757898.1		molybdopterin converting factor subunit 1	moaD		FAZ97_RS07645	258	85	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1715375	1716640	-							FAZ97_RS07650	1266		old_locus_tag=FAZ97_07650
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1715375	1716640	-	WP_233271543.1	WP_233271543.1		molybdopterin molybdotransferase MoeA			FAZ97_RS07650	1266	421	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1716881	1718332	-					thrC		FAZ97_RS07655	1452		old_locus_tag=FAZ97_07655
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1716881	1718332	-	WP_158757899.1	WP_158757899.1		threonine synthase	thrC		FAZ97_RS07655	1452	483	
gene	protein_coding	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1718343	1719674	-							FAZ97_RS07660	1332		old_locus_tag=FAZ97_07660
CDS	with_protein	GCF_009789655.1	Primary Assembly	chromosome	1	NZ_CP046909.1	1718343	1719674	-	WP_158757900.1	WP_158757900.1		homoserine dehydrogenase			FAZ97_RS07660	1332	443	
